VC10Peakey
1.00000000	0.00000000
0.99394285	0.00056655
0.98419076	0.00145200
0.97092297	0.00262368
0.95418761	0.00409031
0.93372594	0.00594922
0.90856616	0.00849588
0.87633883	0.01240644
0.83729506	0.01761871
0.79245541	0.02373880
0.74149303	0.03066960
0.68560350	0.03808302
0.62503212	0.04570038
0.56129921	0.05280529
0.49567480	0.05851190
0.42978855	0.06117878
0.36531624	0.06191357
0.30354467	0.06099691
0.24654260	0.05796509
0.19447346	0.05351012
0.14958719	0.04746800
0.11038775	0.04103825
0.07874500	0.03480922
0.05328582	0.02900283
0.03419134	0.02374448
0.02045122	0.01875422
0.01122036	0.01357827
0.00545488	0.00962570
0.00214640	0.00646528
0.00071976	0.00347338
0.00013003	0.00126394
0.00000000	0.00000000
0.00013003	-0.00113626
0.00071976	-0.00282618
0.00214640	-0.00502097
0.00545488	-0.00772240
0.01122036	-0.01086771
0.02045122	-0.01418872
0.03419134	-0.01701195
0.05328582	-0.01958987
0.07874500	-0.02200414
0.11038775	-0.02467089
0.14958719	-0.02780945
0.19447346	-0.03080382
0.24654260	-0.03276579
0.30354467	-0.03391037
0.36531624	-0.03400646
0.42978855	-0.03320994
0.49567480	-0.03149964
0.56129921	-0.02875856
0.62503212	-0.02511796
0.68560350	-0.02087863
0.74149303	-0.01727145
0.79245541	-0.01415204
0.83729506	-0.01118150
0.87633883	-0.00846910
0.90856616	-0.00622671
0.93372594	-0.00450210
0.95418761	-0.00311092
0.97092297	-0.00197597
0.98419076	-0.00107571
0.99394285	-0.00041270
1.00000000	0.00000000

